"","character","text"
"3689","Albus Dumbledore","5e061da500088e4d22e3dfa1_Casuras-zauberhafte-Maerchenstunde"
"3690","Harry Potter","5e061da500088e4d22e3dfa1_Casuras-zauberhafte-Maerchenstunde"
"3691","Lucius Malfoy","5e061da500088e4d22e3dfa1_Casuras-zauberhafte-Maerchenstunde"
"3692","OC (Own Character)","5e061da500088e4d22e3dfa1_Casuras-zauberhafte-Maerchenstunde"
"3693","Severus Snape","5e061da500088e4d22e3dfa1_Casuras-zauberhafte-Maerchenstunde"
"3694","Thomas Riddle","5e061da500088e4d22e3dfa1_Casuras-zauberhafte-Maerchenstunde"
"3695","Harry Potter","5e0626fa000b84d319e51573_Die-Dunklen-Geschwister"
"3696","Hermine Granger","5e0626fa000b84d319e51573_Die-Dunklen-Geschwister"
"3697","Draco Malfoy","5e06355f000a69982c75b519_Tanz-im-Regen"
"3698","Hermine Granger","5e06355f000a69982c75b519_Tanz-im-Regen"
"3699","Draco Malfoy","5e06399c00071bce328fa600_Seelentraeume"
"3700","Lucius Malfoy","5e06399c00071bce328fa600_Seelentraeume"
"3701","Narzissa Malfoy","5e06399c00071bce328fa600_Seelentraeume"
"3702","OC (Own Character)","5e08061b0005a9df2f4942a6_-MSTing-Leviosa-Lucretia-Lestrange-oder-auch"
"3703","OC (Own Character)","5e08fcea0003d7ce9d1c710_Willkommen-in-Waldlichtung-oder-warum-es-Mainstream"
"3704","Draco Malfoy","5e0942a3000780582903be99_mistress"
"3705","Fred Weasley","5e0942a3000780582903be99_mistress"
"3706","Harry Potter","5e0942a3000780582903be99_mistress"
"3707","Lucius Malfoy","5e0942a3000780582903be99_mistress"
"3708","OC (Own Character)","5e0942a3000780582903be99_mistress"
"3709","Remus ""Moony"" Lupin","5e0942a3000780582903be99_mistress"
"3710","James ""Krone"" Potter","5e09ed670004fcf2115ff42d_A-Marauders-LoveStory"
"3711","Lily Potter","5e09ed670004fcf2115ff42d_A-Marauders-LoveStory"
"3712","Hermine Granger","5e0a0f51000b73bd19d3b314_Zurueck-ins-Leben"
"3713","Severus Snape","5e0a0f51000b73bd19d3b314_Zurueck-ins-Leben"
"3714","Bellatrix Lestrange","5e0a5c7f00016bbb16c8143b_Whistleton-Row"
"3715","James ""Krone"" Potter","5e0a5c7f00016bbb16c8143b_Whistleton-Row"
"3716","Lily Potter","5e0a5c7f00016bbb16c8143b_Whistleton-Row"
"3717","Lucius Malfoy","5e0a5c7f00016bbb16c8143b_Whistleton-Row"
"3718","Severus Snape","5e0a5c7f00016bbb16c8143b_Whistleton-Row"
"3719","Sirius ""Tatze"" Black","5e0a5c7f00016bbb16c8143b_Whistleton-Row"
"3720","Draco Malfoy","5e0a6b0200094c9029a81ffe_Schicksalsnacht"
"3721","Hermine Granger","5e0a6b0200094c9029a81ffe_Schicksalsnacht"
"3722","James ""Krone"" Potter","5e0b6938000b71ad3908f14f_Nicht-noch-einer-mit-Minderwertigkeitskomplexen"
"3723","Lily Potter","5e0b6938000b71ad3908f14f_Nicht-noch-einer-mit-Minderwertigkeitskomplexen"
"3724","OC (Own Character)","5e0b6938000b71ad3908f14f_Nicht-noch-einer-mit-Minderwertigkeitskomplexen"
"3725","Remus ""Moony"" Lupin","5e0b6938000b71ad3908f14f_Nicht-noch-einer-mit-Minderwertigkeitskomplexen"
"3726","Sirius ""Tatze"" Black","5e0b6938000b71ad3908f14f_Nicht-noch-einer-mit-Minderwertigkeitskomplexen"
"3727","James ""Krone"" Potter","5e0be5dd00046fef2473ee09_Neujahr"
"3728","Lily Potter","5e0be5dd00046fef2473ee09_Neujahr"
"3729","Lily Luna Potter","5e0bfa12000233cd128a6ed3_Silvesterwuensche"
"3730",NA,"5e0c6d8800043070ac67a31_Harry-Potter-Geschichtenkalender-2020"
"3731","Harry Potter","5e0c8bb4000b73bd231b49aa_Healing"
"3732","Severus Snape","5e0c8bb4000b73bd231b49aa_Healing"
"3733","Hermine Granger","5e0c8da40000b37814e68105_Lullaby---Wiegenlied"
"3734","Severus Snape","5e0c8da40000b37814e68105_Lullaby---Wiegenlied"
"3735","Draco Malfoy","5e0c94b80002fa4a14941c4d_Skikurs-fuer-Anfaenger"
"3736","Fred Weasley","5e0c94b80002fa4a14941c4d_Skikurs-fuer-Anfaenger"
"3737","Harry Potter","5e0c94b80002fa4a14941c4d_Skikurs-fuer-Anfaenger"
"3738","Hermine Granger","5e0c94b80002fa4a14941c4d_Skikurs-fuer-Anfaenger"
"3739","Ronald ""Ron"" Weasley","5e0c94b80002fa4a14941c4d_Skikurs-fuer-Anfaenger"
"3740","Severus Snape","5e0c94b80002fa4a14941c4d_Skikurs-fuer-Anfaenger"
"3741","Hermine Granger","5e0c9f300003ffa9363091d2_Liebe-kann-so-schoen-sein"
"3742","Minerva McGonagall","5e0c9f300003ffa9363091d2_Liebe-kann-so-schoen-sein"
"3743","Draco Malfoy","5e0ca93e000b8914327684bb_Mindreader"
"3744","Harry Potter","5e0ca93e000b8914327684bb_Mindreader"
"3745","Hermine Granger","5e0ca93e000b8914327684bb_Mindreader"
"3746","Pansy Parkinson","5e0ca93e000b8914327684bb_Mindreader"
"3747",NA,"5e0cacfe0005ab5a3749c2a3_Winterstakkato"
"3748","Harry Potter","5e0cbd69000ade6428e35f12_An-Neujahr-ist-alles-immer-etwas-anders"
"3749","Severus Snape","5e0cbd69000ade6428e35f12_An-Neujahr-ist-alles-immer-etwas-anders"
"3750","Blaise Zabini","5e0ccfea000b335116ba9d95_-Unverhofft-kommt-oft"
"3751","Draco Malfoy","5e0ccfea000b335116ba9d95_-Unverhofft-kommt-oft"
"3752","OC (Own Character)","5e0ccfea000b335116ba9d95_-Unverhofft-kommt-oft"
"3753","Albus Dumbledore","5e0cf2b0000018a516ab48c3_Heilung"
"3754","Lucius Malfoy","5e0cf2b0000018a516ab48c3_Heilung"
"3755","OC (Own Character)","5e0cf2b0000018a516ab48c3_Heilung"
"3756","Poppy Pomfrey","5e0cf2b0000018a516ab48c3_Heilung"
"3757","Rubeus Hagrid","5e0cf2b0000018a516ab48c3_Heilung"
"3758","Severus Snape","5e0cf2b0000018a516ab48c3_Heilung"
"3759","James ""Krone"" Potter","5e0d16ad000742077a91e95_Das-letzte-Jahr"
"3760","Lily Potter","5e0d16ad000742077a91e95_Das-letzte-Jahr"
"3761","OC (Own Character)","5e0d16ad000742077a91e95_Das-letzte-Jahr"
"3762","Remus ""Moony"" Lupin","5e0d16ad000742077a91e95_Das-letzte-Jahr"
"3763","Severus Snape","5e0d16ad000742077a91e95_Das-letzte-Jahr"
"3764","Sirius ""Tatze"" Black","5e0d16ad000742077a91e95_Das-letzte-Jahr"
"3765","James ""Krone"" Potter","5e0d2e2c000b47f41c5c26c9-Januar-Tunichtgut-by-Emmice"
"3766","Peter ""Wurmschwanz"" Pettigrew","5e0d2e2c000b47f41c5c26c9-Januar-Tunichtgut-by-Emmice"
"3767","Remus ""Moony"" Lupin","5e0d2e2c000b47f41c5c26c9-Januar-Tunichtgut-by-Emmice"
"3768","Sirius ""Tatze"" Black","5e0d2e2c000b47f41c5c26c9-Januar-Tunichtgut-by-Emmice"
"3769","OC (Own Character)","5e0de16c0004a7ae32f12343_Id-rather-be-a-Muggle"
"3770","Severus Snape","5e0de16c0004a7ae32f12343_Id-rather-be-a-Muggle"
"3771","Astoria Greengrass","5e0e0f26000b8a1c290cc4b2_Drastoria-Fanfiction"
"3772","Draco Malfoy","5e0e0f26000b8a1c290cc4b2_Drastoria-Fanfiction"
"3773","Scorpius Malfoy","5e0e0f26000b8a1c290cc4b2_Drastoria-Fanfiction"
"3774","Hermine Granger","5e0e1e0f000b8a2867f7720_Lumine-I--Dornroeschenschlaf"
"3775","Lucius Malfoy","5e0e1e0f000b8a2867f7720_Lumine-I--Dornroeschenschlaf"
"3776","Harry Potter","5e0e38d2000b82fc241520e8_New-Years-Eve"
"3777","Severus Snape","5e0e38d2000b82fc241520e8_New-Years-Eve"
"3778","Sirius ""Tatze"" Black","5e0e38d2000b82fc241520e8_New-Years-Eve"
"3779","Draco Malfoy","5e0e40cc000b2778389e2827_Eine-Geburtstagsnacht-Shape-of-you"
"3780","Harry Potter","5e0e40cc000b2778389e2827_Eine-Geburtstagsnacht-Shape-of-you"
"3781","Hermine Granger","5e0e40cc000b2778389e2827_Eine-Geburtstagsnacht-Shape-of-you"
"3782","Ronald ""Ron"" Weasley","5e0e40cc000b2778389e2827_Eine-Geburtstagsnacht-Shape-of-you"
"3783","Albus Dumbledore","5e0e585d000b512a2bd74419_Die-Buecher-von"
"3784","Dobby","5e0e585d000b512a2bd74419_Die-Buecher-von"
"3785","Draco Malfoy","5e0e585d000b512a2bd74419_Die-Buecher-von"
"3786","Dudley Dursley","5e0e585d000b512a2bd74419_Die-Buecher-von"
"3787","Lord Voldemort / Tom Vorlost Riddle","5e0e585d000b512a2bd74419_Die-Buecher-von"
"3788","Sirius ""Tatze"" Black","5e0e585d000b512a2bd74419_Die-Buecher-von"
"3789","Blaise Zabini","5e0f2737000b7b3d2d2bfe2b_Zwischen-Hass-und-Freundschaft"
"3790","Draco Malfoy","5e0f2737000b7b3d2d2bfe2b_Zwischen-Hass-und-Freundschaft"
"3791","Harry Potter","5e0f2737000b7b3d2d2bfe2b_Zwischen-Hass-und-Freundschaft"
"3792","Hermine Granger","5e0f2737000b7b3d2d2bfe2b_Zwischen-Hass-und-Freundschaft"
"3793","Luna Lovegood","5e0f2737000b7b3d2d2bfe2b_Zwischen-Hass-und-Freundschaft"
"3794","Pansy Parkinson","5e0f2737000b7b3d2d2bfe2b_Zwischen-Hass-und-Freundschaft"
"3795","Draco Malfoy","5e0f668f00076f2a15a0a56d_Wieder-gemeinsam"
"3796","Harry Potter","5e0f668f00076f2a15a0a56d_Wieder-gemeinsam"
"3797","Lucius Malfoy","5e0f668f00076f2a15a0a56d_Wieder-gemeinsam"
"3798","Minerva McGonagall","5e0f668f00076f2a15a0a56d_Wieder-gemeinsam"
"3799","Narzissa Malfoy","5e0f668f00076f2a15a0a56d_Wieder-gemeinsam"
"3800","Severus Snape","5e0f668f00076f2a15a0a56d_Wieder-gemeinsam"
"3801","Draco Malfoy","5e0f7eee000270fb1da21348_Shelter"
"3802","Hermine Granger","5e0f7eee000270fb1da21348_Shelter"
"3803","Harry Potter","5e0f80a5000713d311613d78_Wer-bin-ich"
"3804","Hermine Granger","5e0f80a5000713d311613d78_Wer-bin-ich"
"3805","Lord Voldemort / Tom Vorlost Riddle","5e0f80a5000713d311613d78_Wer-bin-ich"
"3806","Lucius Malfoy","5e0f80a5000713d311613d78_Wer-bin-ich"
"3807","Ronald ""Ron"" Weasley","5e0f80a5000713d311613d78_Wer-bin-ich"
"3808","Severus Snape","5e0f80a5000713d311613d78_Wer-bin-ich"
"3809","Draco Malfoy","5e0fa062000b67a52df9224b_Das-Tagebuch-der-Emilia-Conway"
"3810","Harry Potter","5e0fa062000b67a52df9224b_Das-Tagebuch-der-Emilia-Conway"
"3811","Hermine Granger","5e0fa062000b67a52df9224b_Das-Tagebuch-der-Emilia-Conway"
"3812","Neville Longbottom","5e0fa062000b67a52df9224b_Das-Tagebuch-der-Emilia-Conway"
"3813","OC (Own Character)","5e0fa062000b67a52df9224b_Das-Tagebuch-der-Emilia-Conway"
"3814","Ronald ""Ron"" Weasley","5e0fa062000b67a52df9224b_Das-Tagebuch-der-Emilia-Conway"
"3815","Astoria Greengrass","5e0fbe7a0002fa4a13d42549_Ein-Tag-voller-Tollpatschigkeit"
"3816","Draco Malfoy","5e0fbe7a0002fa4a13d42549_Ein-Tag-voller-Tollpatschigkeit"
"3817","Harry Potter","5e0fbe7a0002fa4a13d42549_Ein-Tag-voller-Tollpatschigkeit"
"3818","Hermine Granger","5e0fbe7a0002fa4a13d42549_Ein-Tag-voller-Tollpatschigkeit"
"3819","Ronald ""Ron"" Weasley","5e0fbe7a0002fa4a13d42549_Ein-Tag-voller-Tollpatschigkeit"
"3820","Severus Snape","5e0fbe7a0002fa4a13d42549_Ein-Tag-voller-Tollpatschigkeit"
"3821","Ginevra Molly ""Ginny"" Weasley","5e10890d000b6784246cc8b2_Ein-heisser-Sommer"
"3822","Harry Potter","5e10890d000b6784246cc8b2_Ein-heisser-Sommer"
"3823","Draco Malfoy","5e10959e000b186c3a4dffa6_those-forbidden-lips"
"3824","Lucius Malfoy","5e10959e000b186c3a4dffa6_those-forbidden-lips"
"3825","Narzissa Malfoy","5e10959e000b186c3a4dffa6_those-forbidden-lips"
"3826","OC (Own Character)","5e10959e000b186c3a4dffa6_those-forbidden-lips"
"3827","Astoria Greengrass","5e1098840002bb9734cfbbf6_Zwischen-Liebe-Frieden-und-Verrat"
"3828","Blaise Zabini","5e1098840002bb9734cfbbf6_Zwischen-Liebe-Frieden-und-Verrat"
"3829","Draco Malfoy","5e1098840002bb9734cfbbf6_Zwischen-Liebe-Frieden-und-Verrat"
"3830","Pansy Parkinson","5e1098840002bb9734cfbbf6_Zwischen-Liebe-Frieden-und-Verrat"
"3831","Theodore Nott","5e1098840002bb9734cfbbf6_Zwischen-Liebe-Frieden-und-Verrat"
"3832","Tracey Davis","5e1098840002bb9734cfbbf6_Zwischen-Liebe-Frieden-und-Verrat"
"3833","Fred Weasley","5e109a400004545a1652b0f4_After-the-Battle"
"3834",NA,"5e10aefa000b8c262ac262c1_Der-Hueter-der-Flammen"
"3835","Draco Malfoy","5e10b5a1000514ca39b2329d_Juli-2013-Drarry"
"3836","Harry Potter","5e10b5a1000514ca39b2329d_Juli-2013-Drarry"
"3837","OC (Own Character)","5e10b77000081e18bf2d8b8_Der-Fluegelschlag-eines-Schmetterlings"
"3838","Severus Snape","5e10b77000081e18bf2d8b8_Der-Fluegelschlag-eines-Schmetterlings"
"3839","Draco Malfoy","5e10ce430005f4382bf5bbba_VerratFamilieLiebe"
"3840","Harry Potter","5e10ce430005f4382bf5bbba_VerratFamilieLiebe"
"3841","Lord Voldemort / Tom Vorlost Riddle","5e10ce430005f4382bf5bbba_VerratFamilieLiebe"
"3842","Lucius Malfoy","5e10ce430005f4382bf5bbba_VerratFamilieLiebe"
"3843","Narzissa Malfoy","5e10ce430005f4382bf5bbba_VerratFamilieLiebe"
"3844","Severus Snape","5e10ce430005f4382bf5bbba_VerratFamilieLiebe"
"3845","James ""Krone"" Potter","5e11011a000573a21b499186_Nur-ein-Wort"
"3846","Lily Potter","5e11011a000573a21b499186_Nur-ein-Wort"
"3847","Severus Snape","5e11011a000573a21b499186_Nur-ein-Wort"
"3848","Hermine Granger","5e111ec100062a32bea086f_Wintercold"
"3849","Severus Snape","5e111ec100062a32bea086f_Wintercold"
"3850","Severus Snape","5e112b600009730c2fc95b74_OS--Severus-Snape--Der-erste"
"3851","Hermine Granger","5e11bebc000b8a286061189_Lumine-II--Wolfsbrut"
"3852","Lucius Malfoy","5e11bebc000b8a286061189_Lumine-II--Wolfsbrut"
"3853","Draco Malfoy","5e11def1000108ae2549a754_Der-LiebesWeihnachtspunsch"
"3854","Harry Potter","5e11def1000108ae2549a754_Der-LiebesWeihnachtspunsch"
"3855","OC (Own Character)","5e11e360000b47f421b8a3e5-Januar-Prosperus-lernt-Englisch-by-Ginada"
"3856","Bill Weasley","5e11f43a000559f5316cc827_Blackhearted"
"3857","Harry Potter","5e11f43a000559f5316cc827_Blackhearted"
"3858","Lily Potter","5e11f43a000559f5316cc827_Blackhearted"
"3859","Lucius Malfoy","5e11f43a000559f5316cc827_Blackhearted"
"3860","OC (Own Character)","5e11f43a000559f5316cc827_Blackhearted"
"3861","Severus Snape","5e11f43a000559f5316cc827_Blackhearted"
"3862","Hermine Granger","5e120916000b64891aad2153_Happy-fing-Birthday"
"3863","Severus Snape","5e120916000b64891aad2153_Happy-fing-Birthday"
"3864","Alicia Spinnet","5e1221590008daeb1d207075_Quidditchliebe"
"3865","Angelina Johnson","5e1221590008daeb1d207075_Quidditchliebe"
"3866","Fred Weasley","5e1221590008daeb1d207075_Quidditchliebe"
"3867","OC (Own Character)","5e1221590008daeb1d207075_Quidditchliebe"
"3868","Oliver Wood","5e1221590008daeb1d207075_Quidditchliebe"
"3869","Harry Potter","5e122ed1000805b531f2f8fc_Occidendum"
"3870","Severus Snape","5e122ed1000805b531f2f8fc_Occidendum"
"3871","Draco Malfoy","5e1236ef0000553a2de8e8f6_Angels-vs-Deamons--der-Oneshot"
"3872","Harry Potter","5e1236ef0000553a2de8e8f6_Angels-vs-Deamons--der-Oneshot"
"3873","Draco Malfoy","5e1254c5000b6e5f18843b97_Die-dunkle-Nacht"
"3874","Harry Potter","5e1254c5000b6e5f18843b97_Die-dunkle-Nacht"
"3875","OC (Own Character)","5e126998000a68f034dd5c98_Bane"
"3876","Rubeus Hagrid","5e126998000a68f034dd5c98_Bane"
"3877","Bill Weasley","5e128bf100035cfc9554283_A-Noel-toute-la-famille-se-reunit"
"3878","Fleur Delacour","5e128bf100035cfc9554283_A-Noel-toute-la-famille-se-reunit"
"3879","Hermine Granger","5e128c81000a346e646d9b3_Pain"
"3880","Severus Snape","5e128c81000a346e646d9b3_Pain"
"3881","Astoria Greengrass","5e12a69300037024e8f4cb8_Der-Preis-fuer-Freiheit"
"3882","Blaise Zabini","5e12a69300037024e8f4cb8_Der-Preis-fuer-Freiheit"
"3883","Daphne Greengrass","5e12a69300037024e8f4cb8_Der-Preis-fuer-Freiheit"
"3884","Draco Malfoy","5e12a69300037024e8f4cb8_Der-Preis-fuer-Freiheit"
"3885","Ginevra Molly ""Ginny"" Weasley","5e131aa4000af85f28520c10_Romantische-Weihnachten-ein-Hinny-OneShot"
"3886","Harry Potter","5e131aa4000af85f28520c10_Romantische-Weihnachten-ein-Hinny-OneShot"
"3887",NA,"5e133adb000b5c5e2dca5ca3_Sassy-Potter"
"3888","Draco Malfoy","5e1349cd0000e7e12f649794_Odium"
"3889","Hermine Granger","5e1349cd0000e7e12f649794_Odium"
"3890","Albus Dumbledore","5e137178000b7d2328c894c7_Am-Anfang-war-die-Magie"
"3891","Lord Voldemort / Tom Vorlost Riddle","5e137178000b7d2328c894c7_Am-Anfang-war-die-Magie"
"3892","Merlin","5e137178000b7d2328c894c7_Am-Anfang-war-die-Magie"
"3893","OC (Own Character)","5e137178000b7d2328c894c7_Am-Anfang-war-die-Magie"
"3894",NA,"5e139896000a5d781c4e764c_Herz-aus-Eis"
"3895","Frank Longbottom","5e13a29e000b1e33fc82d7a_Jily-Halloween-1979Der-Morgen-danach"
"3896","James ""Krone"" Potter","5e13a29e000b1e33fc82d7a_Jily-Halloween-1979Der-Morgen-danach"
"3897","Lily Potter","5e13a29e000b1e33fc82d7a_Jily-Halloween-1979Der-Morgen-danach"
"3898","Sirius ""Tatze"" Black","5e13a29e000b1e33fc82d7a_Jily-Halloween-1979Der-Morgen-danach"
"3899","Dolores Umbridge","5e13b75c000b4b931d040e88_Eine-leidenschaftliche-Entfuehrung"
"3900","Harry Potter","5e13b75c000b4b931d040e88_Eine-leidenschaftliche-Entfuehrung"
"3901","Petunia Dursley","5e13b75c000b4b931d040e88_Eine-leidenschaftliche-Entfuehrung"
"3902","Draco Malfoy","5e13c68a000abf0b29ca0819_Tage-nach-Sectumsempra"
"3903","Pansy Parkinson","5e13c68a000abf0b29ca0819_Tage-nach-Sectumsempra"
"3904","Severus Snape","5e13c68a000abf0b29ca0819_Tage-nach-Sectumsempra"
"3905","Albus Severus Potter","5e142ca20002525d21066a39_Mistelzweige-und-andere-Probleme"
"3906","Scorpius Malfoy","5e142ca20002525d21066a39_Mistelzweige-und-andere-Probleme"
"3907",NA,"5e146878000943061eb723f3_Mehr-als-tausend-Worte"
"3908","OC (Own Character)","5e147cce000a47d33b4ad4b5_Die-Geschichte-der-Aquamarine"
"3909","Severus Snape","5e147cce000a47d33b4ad4b5_Die-Geschichte-der-Aquamarine"
"3910","Draco Malfoy","5e14a5c40003ee661b886892_Harrys-persoenliche-Horrorgeschichte"
"3911","Harry Potter","5e14a5c40003ee661b886892_Harrys-persoenliche-Horrorgeschichte"
"3912","Hermine Granger","5e14a5c40003ee661b886892_Harrys-persoenliche-Horrorgeschichte"
"3913","Draco Malfoy","5e14babe000b68ce38303758_Dormiens-mortiferum"
"3914","Ginevra Molly ""Ginny"" Weasley","5e14babe000b68ce38303758_Dormiens-mortiferum"
"3915","Harry Potter","5e14babe000b68ce38303758_Dormiens-mortiferum"
"3916","Hermine Granger","5e14babe000b68ce38303758_Dormiens-mortiferum"
"3917","Lavender Brown","5e14babe000b68ce38303758_Dormiens-mortiferum"
"3918","Ronald ""Ron"" Weasley","5e14babe000b68ce38303758_Dormiens-mortiferum"
"3919","Cedric Diggory","5e14d30c000ae9951e1b86f3_a-ghost-of-christmas-past"
"3920","Harry Potter","5e14d30c000ae9951e1b86f3_a-ghost-of-christmas-past"
"3921","Charlie Weasley","5e14e1bb00046f2426c902e6_Alle-Jahre-wieder--die-Familie-ist"
"3922",NA,"5e14e619000b42d81721c42d_Von-matschigem-Schnee-und-entsprungenen-Schokofroeschen"
"3923","Lily Potter","5e14e61d00089d5c30c15520_WeihnachtsWichtelWerke"
"3924","Petunia Dursley","5e14e61d00089d5c30c15520_WeihnachtsWichtelWerke"
"3925","Remus ""Moony"" Lupin","5e14e61d00089d5c30c15520_WeihnachtsWichtelWerke"
"3926","Severus Snape","5e14e61d00089d5c30c15520_WeihnachtsWichtelWerke"
"3927","Sirius ""Tatze"" Black","5e14e61d00089d5c30c15520_WeihnachtsWichtelWerke"
"3928","Ginevra Molly ""Ginny"" Weasley","5e15071000061b4033c01f6a_Weil-wir-uns-nicht-einfach-unterkriegen-lassen"
"3929","Luna Lovegood","5e15071000061b4033c01f6a_Weil-wir-uns-nicht-einfach-unterkriegen-lassen"
"3930","Neville Longbottom","5e15071000061b4033c01f6a_Weil-wir-uns-nicht-einfach-unterkriegen-lassen"
"3931","Remus ""Moony"" Lupin","5e15c6a50009a8b511e0dc82_Silvestertradition"
"3932","Sirius ""Tatze"" Black","5e15c6a50009a8b511e0dc82_Silvestertradition"
"3933","Hermine Granger","5e170b7800006ae5a1073c2_Eine-erfolgreiche-Geburtstagsfeier"
"3934","Minerva McGonagall","5e170b7800006ae5a1073c2_Eine-erfolgreiche-Geburtstagsfeier"
"3935","Poppy Pomfrey","5e170b7800006ae5a1073c2_Eine-erfolgreiche-Geburtstagsfeier"
"3936","Severus Snape","5e170b7800006ae5a1073c2_Eine-erfolgreiche-Geburtstagsfeier"
"3937","Cho Chang","5e171096000b896864129db_Doppelt-ist-zuviel-des-Guten"
"3938","Ginevra Molly ""Ginny"" Weasley","5e171096000b896864129db_Doppelt-ist-zuviel-des-Guten"
"3939","Harry Potter","5e171096000b896864129db_Doppelt-ist-zuviel-des-Guten"
"3940",NA,"5e176cc0000b8f2c91fbed4_Harry-Potter-auf-WhatsApp"
"3941","Draco Malfoy","5e1785d700060ae52b4411a4_Glowing-Black"
"3942","Hermine Granger","5e1785d700060ae52b4411a4_Glowing-Black"
"3943","Harry Potter","5e17a8d6000609c87462e62_Wahrheit"
"3944","Lily Potter","5e17a8d6000609c87462e62_Wahrheit"
"3945","Petunia Dursley","5e17a8d6000609c87462e62_Wahrheit"
"3946","Sirius ""Tatze"" Black","5e17a8d6000609c87462e62_Wahrheit"
"3947",NA,"5e17bd8a000b4b93a7da3fe_Ich-liebe-dich-WDUR"
"3948","Harry Potter","5e180d4e000b8f2c28be4ad9_Belogen-und-beraubt"
"3949","Hermine Granger","5e180d4e000b8f2c28be4ad9_Belogen-und-beraubt"
"3950","Draco Malfoy","5e1823b2000427869c8d97c_Get-your-skates-on"
"3951","Harry Potter","5e1823b2000427869c8d97c_Get-your-skates-on"
"3952","Arthur Weasley","5e183637000b2f34381e7bb3_Liebe-Leid-und-Hoffnung-in-Hogwarts"
"3953","Draco Malfoy","5e183637000b2f34381e7bb3_Liebe-Leid-und-Hoffnung-in-Hogwarts"
"3954","Fred Weasley","5e183637000b2f34381e7bb3_Liebe-Leid-und-Hoffnung-in-Hogwarts"
"3955","Harry Potter","5e183637000b2f34381e7bb3_Liebe-Leid-und-Hoffnung-in-Hogwarts"
"3956","Hermine Granger","5e183637000b2f34381e7bb3_Liebe-Leid-und-Hoffnung-in-Hogwarts"
"3957","Ronald ""Ron"" Weasley","5e183637000b2f34381e7bb3_Liebe-Leid-und-Hoffnung-in-Hogwarts"
"3958","Draco Malfoy","5e184e730001f66a8106f49_Verirrter-Held"
"3959","Harry Potter","5e184e730001f66a8106f49_Verirrter-Held"
"3960","Hermine Granger","5e184e730001f66a8106f49_Verirrter-Held"
"3961","Pansy Parkinson","5e184e730001f66a8106f49_Verirrter-Held"
"3962","Blaise Zabini","5e1867cc000b86981834c8bf_HP-Lovestories-N1"
"3963","Draco Malfoy","5e1867cc000b86981834c8bf_HP-Lovestories-N1"
"3964","Harry Potter","5e1867cc000b86981834c8bf_HP-Lovestories-N1"
"3965","Hermine Granger","5e1867cc000b86981834c8bf_HP-Lovestories-N1"
"3966","Narzissa Malfoy","5e1867cc000b86981834c8bf_HP-Lovestories-N1"
"3967","Ronald ""Ron"" Weasley","5e1867cc000b86981834c8bf_HP-Lovestories-N1"
"3968",NA,"5e1869f70009685310823c18_Im-letzten-Schuljahr-kann-doch-garnichts-schief"
"3969","Severus Snape","5e18c6b7000b64892f990c08_Voyeur"
"3970","Draco Malfoy","5e19a71a0005acc132d0e918_Heilen"
"3971","Hermine Granger","5e19a71a0005acc132d0e918_Heilen"
"3972","Hugo Weasley","5e19a71a0005acc132d0e918_Heilen"
"3973","Ronald ""Ron"" Weasley","5e19a71a0005acc132d0e918_Heilen"
"3974","Rose Weasley","5e19a71a0005acc132d0e918_Heilen"
"3975","James ""Krone"" Potter","5e19b7810004165ab6c5c77_Zeitungsbericht"
"3976","Lily Potter","5e19b7810004165ab6c5c77_Zeitungsbericht"
"3977","Peter ""Wurmschwanz"" Pettigrew","5e19b7810004165ab6c5c77_Zeitungsbericht"
"3978","Sirius ""Tatze"" Black","5e19b7810004165ab6c5c77_Zeitungsbericht"
"3979","Hermine Granger","5e19c35a000b8a286534ef1_Lumine-III--Feuerprobe"
"3980","Lucius Malfoy","5e19c35a000b8a286534ef1_Lumine-III--Feuerprobe"
"3981","Harry Potter","5e19e186000b65bf21f896cd_Der-Auserzaehlte"
