"","character","text"
"3395","Ronald ""Ron"" Weasley","5dcf03a50001f66a21d6fb49_Herzprobleme"
"3396","Lord Voldemort / Tom Vorlost Riddle","5dcf1576000b44553508a4da_Muggel-x-Harry-Potter-Charaktere"
"3397","Lucius Malfoy","5dcf1576000b44553508a4da_Muggel-x-Harry-Potter-Charaktere"
"3398","OC (Own Character)","5dcf1576000b44553508a4da_Muggel-x-Harry-Potter-Charaktere"
"3399","Severus Snape","5dcf1576000b44553508a4da_Muggel-x-Harry-Potter-Charaktere"
"3400","Ginevra Molly ""Ginny"" Weasley","5dcffcfa0003a43516619d98_Das-Licht-der-Zukunft"
"3401","Harry Potter","5dcffcfa0003a43516619d98_Das-Licht-der-Zukunft"
"3402","Hermine Granger","5dcffcfa0003a43516619d98_Das-Licht-der-Zukunft"
"3403","Kingsley Shacklebolt","5dcffcfa0003a43516619d98_Das-Licht-der-Zukunft"
"3404","OC (Own Character)","5dcffcfa0003a43516619d98_Das-Licht-der-Zukunft"
"3405","Ronald ""Ron"" Weasley","5dcffcfa0003a43516619d98_Das-Licht-der-Zukunft"
"3406","Draco Malfoy","5dd0598500044a9714ade6d4_Weisser-Drache"
"3407","Harry Potter","5dd0598500044a9714ade6d4_Weisser-Drache"
"3408","Draco Malfoy","5dd068510000c781a1ba2d2_Wenn-die-Magie-dich-verraet"
"3409","Hermine Granger","5dd068510000c781a1ba2d2_Wenn-die-Magie-dich-verraet"
"3410","Albus Dumbledore","5dd0693f000b668b30ae733c_Dark-Harry--Seelen-Schmerz"
"3411","Draco Malfoy","5dd0693f000b668b30ae733c_Dark-Harry--Seelen-Schmerz"
"3412","Harry Potter","5dd0693f000b668b30ae733c_Dark-Harry--Seelen-Schmerz"
"3413","Lord Voldemort / Tom Vorlost Riddle","5dd0693f000b668b30ae733c_Dark-Harry--Seelen-Schmerz"
"3414","Severus Snape","5dd0693f000b668b30ae733c_Dark-Harry--Seelen-Schmerz"
"3415","Ginevra Molly ""Ginny"" Weasley","5dd18b820009ea2e26783296_Tagebuch-eines-Gefangenen"
"3416","Harry Potter","5dd18b820009ea2e26783296_Tagebuch-eines-Gefangenen"
"3417","Luna Lovegood","5dd18b820009ea2e26783296_Tagebuch-eines-Gefangenen"
"3418","Neville Longbottom","5dd18b820009ea2e26783296_Tagebuch-eines-Gefangenen"
"3419","OC (Own Character)","5dd18b820009ea2e26783296_Tagebuch-eines-Gefangenen"
"3420","Ginevra Molly ""Ginny"" Weasley","5dd18f0f000b67842dcdedae_Chronicles-of-sin"
"3421","Harry Potter","5dd18f0f000b67842dcdedae_Chronicles-of-sin"
"3422","Hermine Granger","5dd18f0f000b67842dcdedae_Chronicles-of-sin"
"3423","Lavender Brown","5dd18f0f000b67842dcdedae_Chronicles-of-sin"
"3424","Parvati Patil","5dd18f0f000b67842dcdedae_Chronicles-of-sin"
"3425","Ronald ""Ron"" Weasley","5dd18f0f000b67842dcdedae_Chronicles-of-sin"
"3426","Hermine Granger","5dd1a3950000ac631875017f_Der-Gefangene"
"3427","Lord Voldemort / Tom Vorlost Riddle","5dd1a3950000ac631875017f_Der-Gefangene"
"3428","Ronald ""Ron"" Weasley","5dd1a3950000ac631875017f_Der-Gefangene"
"3429","Arthur Weasley","5dd468ee0005ed6038355de2_Ein-Weihnachtswunder"
"3430","Harry Potter","5dd468ee0005ed6038355de2_Ein-Weihnachtswunder"
"3431","Hermine Granger","5dd468ee0005ed6038355de2_Ein-Weihnachtswunder"
"3432","Luna Lovegood","5dd468ee0005ed6038355de2_Ein-Weihnachtswunder"
"3433","Ronald ""Ron"" Weasley","5dd468ee0005ed6038355de2_Ein-Weihnachtswunder"
"3434","James ""Krone"" Potter","5dd48e0b0009b5031cc726dd_Hunde-die-bellen-beissen-nicht"
"3435","Lily Potter","5dd48e0b0009b5031cc726dd_Hunde-die-bellen-beissen-nicht"
"3436","Peter ""Wurmschwanz"" Pettigrew","5dd48e0b0009b5031cc726dd_Hunde-die-bellen-beissen-nicht"
"3437","Remus ""Moony"" Lupin","5dd48e0b0009b5031cc726dd_Hunde-die-bellen-beissen-nicht"
"3438","Sirius ""Tatze"" Black","5dd48e0b0009b5031cc726dd_Hunde-die-bellen-beissen-nicht"
"3439","Harry Potter","5dd5466c00011f9c804c670_Der-SommerJunge"
"3440","OC (Own Character)","5dd5466c00011f9c804c670_Der-SommerJunge"
"3441","Blaise Zabini","5dd56fc000030dd6946886f_Das-Vertrauen-einer-Black"
"3442","Draco Malfoy","5dd56fc000030dd6946886f_Das-Vertrauen-einer-Black"
"3443","Hermine Granger","5dd56fc000030dd6946886f_Das-Vertrauen-einer-Black"
"3444","Lucius Malfoy","5dd56fc000030dd6946886f_Das-Vertrauen-einer-Black"
"3445","Narzissa Malfoy","5dd56fc000030dd6946886f_Das-Vertrauen-einer-Black"
"3446","Pansy Parkinson","5dd56fc000030dd6946886f_Das-Vertrauen-einer-Black"
"3447","Severus Snape","5dd6daba000a84cf1ff809ad_2-Traenkemeister"
"3448",NA,"5dd82bf20009528410272dc1_Liebe-kennt-keine-Grenzen"
"3449","Blaise Zabini","5dd82e03000b6b5c1087814a_Ava-Peterson-und-ihr-beschwerlicher-Weg-durch"
"3450","Draco Malfoy","5dd82e03000b6b5c1087814a_Ava-Peterson-und-ihr-beschwerlicher-Weg-durch"
"3451","Harry Potter","5dd82e03000b6b5c1087814a_Ava-Peterson-und-ihr-beschwerlicher-Weg-durch"
"3452","Hermine Granger","5dd82e03000b6b5c1087814a_Ava-Peterson-und-ihr-beschwerlicher-Weg-durch"
"3453","OC (Own Character)","5dd82e03000b6b5c1087814a_Ava-Peterson-und-ihr-beschwerlicher-Weg-durch"
"3454","Ronald ""Ron"" Weasley","5dd82e03000b6b5c1087814a_Ava-Peterson-und-ihr-beschwerlicher-Weg-durch"
"3455","Dobby","5dd8624100092b6015492e69_Ein-neuer-Anfang--In-der-Welt"
"3456","Harry Potter","5dd8624100092b6015492e69_Ein-neuer-Anfang--In-der-Welt"
"3457","Lucius Malfoy","5dd8624100092b6015492e69_Ein-neuer-Anfang--In-der-Welt"
"3458","Severus Snape","5dd8624100092b6015492e69_Ein-neuer-Anfang--In-der-Welt"
"3459","Albus Dumbledore","5dd874bb0008ecac192b0614_Eine-zweite-Chance"
"3460","Harry Potter","5dd874bb0008ecac192b0614_Eine-zweite-Chance"
"3461","James ""Krone"" Potter","5dd874bb0008ecac192b0614_Eine-zweite-Chance"
"3462","Lord Voldemort / Tom Vorlost Riddle","5dd874bb0008ecac192b0614_Eine-zweite-Chance"
"3463","Remus ""Moony"" Lupin","5dd874bb0008ecac192b0614_Eine-zweite-Chance"
"3464","Severus Snape","5dd874bb0008ecac192b0614_Eine-zweite-Chance"
"3465","Harry Potter","5ddac67b000504911c90342a_Auf-den-Spuren-des-Moerders-Arbeitstitel"
"3466","Hermine Granger","5ddac67b000504911c90342a_Auf-den-Spuren-des-Moerders-Arbeitstitel"
"3467","Ronald ""Ron"" Weasley","5ddac67b000504911c90342a_Auf-den-Spuren-des-Moerders-Arbeitstitel"
"3468","Lucius Malfoy","5ddbb9080001ae612241faa6_Like-a-dark-horse"
"3469","Narzissa Malfoy","5ddbb9080001ae612241faa6_Like-a-dark-horse"
"3470","Severus Snape","5ddbb9080001ae612241faa6_Like-a-dark-horse"
"3471",NA,"5ddc08790003640f354d5120_Die-Strassen-von-Cokeworth"
"3472","Fred Weasley","5ddc9e38000092bde0a0af6_Accidents-happen"
"3473","George Weasley","5ddc9e38000092bde0a0af6_Accidents-happen"
"3474","Hermine Granger","5ddc9e38000092bde0a0af6_Accidents-happen"
"3475","Hermine Granger","5dded271000b64891491ec26_Get-out"
"3476","Severus Snape","5dded271000b64891491ec26_Get-out"
"3477","Arthur Weasley","5de01f80000b29fa2fd55c43_Widerstand-gegen-die-Finsternis"
"3478","Bill Weasley","5de01f80000b29fa2fd55c43_Widerstand-gegen-die-Finsternis"
"3479","Charlie Weasley","5de01f80000b29fa2fd55c43_Widerstand-gegen-die-Finsternis"
"3480","Ginevra Molly ""Ginny"" Weasley","5de01f80000b29fa2fd55c43_Widerstand-gegen-die-Finsternis"
"3481","Hermine Granger","5de01f80000b29fa2fd55c43_Widerstand-gegen-die-Finsternis"
"3482","Blaise Zabini","5de0cf5d000b701526257596_Pride-Ambition-Cunning"
"3483","Draco Malfoy","5de0cf5d000b701526257596_Pride-Ambition-Cunning"
"3484","Pansy Parkinson","5de0cf5d000b701526257596_Pride-Ambition-Cunning"
"3485","Theodore Nott","5de0cf5d000b701526257596_Pride-Ambition-Cunning"
"3486","Tracey Davis","5de0cf5d000b701526257596_Pride-Ambition-Cunning"
"3487","Draco Malfoy","5de16000000868e83097ed96_24-Days-To-Christmas-Introducing-myself-Adventskalender"
"3488","Harry Potter","5de16000000868e83097ed96_24-Days-To-Christmas-Introducing-myself-Adventskalender"
"3489","Hermine Granger","5de16000000868e83097ed96_24-Days-To-Christmas-Introducing-myself-Adventskalender"
"3490","OC (Own Character)","5de16000000868e83097ed96_24-Days-To-Christmas-Introducing-myself-Adventskalender"
"3491","Ronald ""Ron"" Weasley","5de16000000868e83097ed96_24-Days-To-Christmas-Introducing-myself-Adventskalender"
"3492","Viktor Krum","5de16000000868e83097ed96_24-Days-To-Christmas-Introducing-myself-Adventskalender"
"3493","Albus Dumbledore","5de192c9000b58171b1d5c6b_Wer-soll-denn-da-noch-durchsehen"
"3494","Godric Gryffindor","5de192c9000b58171b1d5c6b_Wer-soll-denn-da-noch-durchsehen"
"3495","Harry Potter","5de192c9000b58171b1d5c6b_Wer-soll-denn-da-noch-durchsehen"
"3496","Lord Voldemort / Tom Vorlost Riddle","5de192c9000b58171b1d5c6b_Wer-soll-denn-da-noch-durchsehen"
"3497","Salazar Slytherin","5de192c9000b58171b1d5c6b_Wer-soll-denn-da-noch-durchsehen"
"3498","Draco Malfoy","5de273ad000ac1e1355b5404_I-dont-remember-anything"
"3499","Hermine Granger","5de273ad000ac1e1355b5404_I-dont-remember-anything"
"3500",NA,"5de2cfc9000b67c61a7f82a8_After-Death"
"3501","Draco Malfoy","5de2f553000b445518b8abe9_Hogwarts--Arbeitstitel"
"3502","Harry Potter","5de2f553000b445518b8abe9_Hogwarts--Arbeitstitel"
"3503","Hermine Granger","5de2f553000b445518b8abe9_Hogwarts--Arbeitstitel"
"3504","Ronald ""Ron"" Weasley","5de2f553000b445518b8abe9_Hogwarts--Arbeitstitel"
"3505","Severus Snape","5de2f553000b445518b8abe9_Hogwarts--Arbeitstitel"
"3506","Astoria Greengrass","5de2f5560004d69c38caddf4_In-the-bleak-midwinter"
"3507","Draco Malfoy","5de2f5560004d69c38caddf4_In-the-bleak-midwinter"
"3508","Blaise Zabini","5de2f5df00006ac41754f6ca_Gegen-die-Einsamkeit"
"3509","Draco Malfoy","5de2f5df00006ac41754f6ca_Gegen-die-Einsamkeit"
"3510","Hermine Granger","5de2f5df00006ac41754f6ca_Gegen-die-Einsamkeit"
"3511","Theodore Nott","5de2f5df00006ac41754f6ca_Gegen-die-Einsamkeit"
"3512","OC (Own Character)","5de3a7460006ffcf253df18a_Neue-Wege-neue-Geheimnisse"
"3513","Fenrir Greyback","5de3e819000b71771f710194_Wolfsblut"
"3514","Godric Gryffindor","5de3e819000b71771f710194_Wolfsblut"
"3515","Harry Potter","5de3e819000b71771f710194_Wolfsblut"
"3516","Salazar Slytherin","5de3e819000b71771f710194_Wolfsblut"
"3517","Severus Snape","5de3e819000b71771f710194_Wolfsblut"
"3518","Hermine Granger","5de40b010008764debe6667_Die-Magie-hinter-dem-Spiegel"
"3519","Severus Snape","5de40b010008764debe6667_Die-Magie-hinter-dem-Spiegel"
"3520","Angelina Johnson","5de419190006323cec2d090_Broken-Hearts-and-Christmas-Kisses"
"3521","Ernie Macmillan","5de419190006323cec2d090_Broken-Hearts-and-Christmas-Kisses"
"3522","George Weasley","5de419190006323cec2d090_Broken-Hearts-and-Christmas-Kisses"
"3523","Ginevra Molly ""Ginny"" Weasley","5de419190006323cec2d090_Broken-Hearts-and-Christmas-Kisses"
"3524","Hannah Abbott","5de419190006323cec2d090_Broken-Hearts-and-Christmas-Kisses"
"3525","Ronald ""Ron"" Weasley","5de419190006323cec2d090_Broken-Hearts-and-Christmas-Kisses"
"3526","Draco Malfoy","5de4e6be00015e6211c78cc1_Sukkubus"
"3527","Hermine Granger","5de4e6be00015e6211c78cc1_Sukkubus"
"3528",NA,"5de56c9e00090f2e233ca07b_Die-Schlangen-mein-Neuer-Vormund-und-Ich"
"3529","OC (Own Character)","5de632fe0008a2e4304741f5_Ein-Leben-danach"
"3530","Severus Snape","5de632fe0008a2e4304741f5_Ein-Leben-danach"
"3531","Lucius Malfoy","5de6c8620001eecd1cfa9b33_Augen-koennen-dich-verraten-Arbeitstitel"
"3532","OC (Own Character)","5de6c8620001eecd1cfa9b33_Augen-koennen-dich-verraten-Arbeitstitel"
"3533","Severus Snape","5de6c8620001eecd1cfa9b33_Augen-koennen-dich-verraten-Arbeitstitel"
"3534","James ""Krone"" Potter","5de7982e000b5f97d73ca9b_Das-Schicksal-hasst-uns-wirklich"
"3535","OC (Own Character)","5de7982e000b5f97d73ca9b_Das-Schicksal-hasst-uns-wirklich"
"3536","Regulus Arcturus Black","5de7982e000b5f97d73ca9b_Das-Schicksal-hasst-uns-wirklich"
"3537","Remus ""Moony"" Lupin","5de7982e000b5f97d73ca9b_Das-Schicksal-hasst-uns-wirklich"
"3538","Sirius ""Tatze"" Black","5de7982e000b5f97d73ca9b_Das-Schicksal-hasst-uns-wirklich"
"3539","Fred Weasley","5de7bd0f000aa3271b9e8fed_Aber-wir-sind-kein-Scherz-oder"
"3540","OC (Own Character)","5de7bd0f000aa3271b9e8fed_Aber-wir-sind-kein-Scherz-oder"
"3541","Hermine Granger","5de819f7000b73bd133e5c0d_The-inner-circle"
"3542","Severus Snape","5de819f7000b73bd133e5c0d_The-inner-circle"
"3543","Hermine Granger","5de9051e000b6f7037e064de_Eine-ungewoehnliche-Entwicklung"
"3544","Severus Snape","5de9051e000b6f7037e064de_Eine-ungewoehnliche-Entwicklung"
"3545","Hermine Granger","5ded2299000b6489181619ad_Drabbles"
"3546","Severus Snape","5ded2299000b6489181619ad_Drabbles"
"3547",NA,"5dee0107000b75493107f9b5_Etwas-loslassen-um-estwas-neues-anzufangen"
"3548","OC (Own Character)","5dee4abb000b771d246b5ea7_Liebe-kennt-kein-zurueck"
"3549","Remus ""Moony"" Lupin","5dee4abb000b771d246b5ea7_Liebe-kennt-kein-zurueck"
"3550","Draco Malfoy","5deea920000b7753167836c2_Dudley-Dursley-und-die-Welt-der-Magie"
"3551","Dudley Dursley","5deea920000b7753167836c2_Dudley-Dursley-und-die-Welt-der-Magie"
"3552","Harry Potter","5deea920000b7753167836c2_Dudley-Dursley-und-die-Welt-der-Magie"
"3553","Albus Severus Potter","5def901a000b77e91b0b9576_Das-Leben-danach"
"3554","Ginevra Molly ""Ginny"" Weasley","5def901a000b77e91b0b9576_Das-Leben-danach"
"3555","Harry Potter","5def901a000b77e91b0b9576_Das-Leben-danach"
"3556","James Sirius Potter","5def901a000b77e91b0b9576_Das-Leben-danach"
"3557","Lily Luna Potter","5def901a000b77e91b0b9576_Das-Leben-danach"
"3558","Draco Malfoy","5df00742000af7b125fba324_blaue-Jade"
"3559","OC (Own Character)","5df00742000af7b125fba324_blaue-Jade"
"3560","Severus Snape","5df00742000af7b125fba324_blaue-Jade"
"3561","Draco Malfoy","5df0df01000b29fa127a7de5_Maerchen-schreibt-die-Zeit"
"3562","Harry Potter","5df0df01000b29fa127a7de5_Maerchen-schreibt-die-Zeit"
"3563","Hermine Granger","5df0df01000b29fa127a7de5_Maerchen-schreibt-die-Zeit"
"3564","Lucius Malfoy","5df0df01000b29fa127a7de5_Maerchen-schreibt-die-Zeit"
"3565","Narzissa Malfoy","5df0df01000b29fa127a7de5_Maerchen-schreibt-die-Zeit"
"3566","Scorpius Malfoy","5df0df01000b29fa127a7de5_Maerchen-schreibt-die-Zeit"
"3567","Draco Malfoy","5df29c6d000514ca39522314_Lucidum-Drarry"
"3568","Harry Potter","5df29c6d000514ca39522314_Lucidum-Drarry"
"3569","Harry Potter","5df2cad30003e4d16b0bde9_Defeating-the-principles-of-time"
"3570","James ""Krone"" Potter","5df2cad30003e4d16b0bde9_Defeating-the-principles-of-time"
"3571","Lily Potter","5df2cad30003e4d16b0bde9_Defeating-the-principles-of-time"
"3572","Peter ""Wurmschwanz"" Pettigrew","5df2cad30003e4d16b0bde9_Defeating-the-principles-of-time"
"3573","Remus ""Moony"" Lupin","5df2cad30003e4d16b0bde9_Defeating-the-principles-of-time"
"3574","Sirius ""Tatze"" Black","5df2cad30003e4d16b0bde9_Defeating-the-principles-of-time"
"3575","Hermine Granger","5df3b074000b6f852f6a195d_Durch-den-Wind"
"3576","Severus Snape","5df3b074000b6f852f6a195d_Durch-den-Wind"
"3577",NA,"5df3cf8a000ac8592f10f55b_Was-die-Haeuser-fuer-mich-wirklich-bedeuten"
"3578","Harry Potter","5df403f800008168a8844f0_Ratten"
"3579","Peter ""Wurmschwanz"" Pettigrew","5df403f800008168a8844f0_Ratten"
"3580","Sirius ""Tatze"" Black","5df403f800008168a8844f0_Ratten"
"3581","Remus ""Moony"" Lupin","5df51ff50002df7a15cb6c7b_Irgendwie-dazwischen"
"3582","Sirius ""Tatze"" Black","5df51ff50002df7a15cb6c7b_Irgendwie-dazwischen"
"3583","Bellatrix Lestrange","5df6424b00056d22b27988d_Blut-und-Wein"
"3584","Harry Potter","5df6424b00056d22b27988d_Blut-und-Wein"
"3585","Lord Voldemort / Tom Vorlost Riddle","5df6424b00056d22b27988d_Blut-und-Wein"
"3586","Narzissa Malfoy","5df6424b00056d22b27988d_Blut-und-Wein"
"3587","OC (Own Character)","5df6424b00056d22b27988d_Blut-und-Wein"
"3588","Severus Snape","5df6424b00056d22b27988d_Blut-und-Wein"
"3589","Alphard Black","5df64db3000abf0b1ffa80ff_Weihnachtliche-Zaubergeschichten"
"3590","Angelina Johnson","5df64db3000abf0b1ffa80ff_Weihnachtliche-Zaubergeschichten"
"3591","Aurora Sinistra","5df64db3000abf0b1ffa80ff_Weihnachtliche-Zaubergeschichten"
"3592","Benjy Fenwick","5df64db3000abf0b1ffa80ff_Weihnachtliche-Zaubergeschichten"
"3593","Hannah Abbott","5df64db3000abf0b1ffa80ff_Weihnachtliche-Zaubergeschichten"
"3594","Hermine Granger","5df64db3000abf0b1ffa80ff_Weihnachtliche-Zaubergeschichten"
"3595","Draco Malfoy","5df788220007535b389c03b6_Im-Auftrag-des-Boesen"
"3596","Harry Potter","5df788220007535b389c03b6_Im-Auftrag-des-Boesen"
"3597","Hermine Granger","5df788220007535b389c03b6_Im-Auftrag-des-Boesen"
"3598","OC (Own Character)","5df788220007535b389c03b6_Im-Auftrag-des-Boesen"
"3599","Ronald ""Ron"" Weasley","5df788220007535b389c03b6_Im-Auftrag-des-Boesen"
"3600","James ""Krone"" Potter","5df7a122000124562da839f5_Suddenly-I-See"
"3601","Lily Potter","5df7a122000124562da839f5_Suddenly-I-See"
"3602","Sirius ""Tatze"" Black","5df7a122000124562da839f5_Suddenly-I-See"
"3603","Blaise Zabini","5df7cd68000b7c90224a7300_Schneegefluester"
"3604","Draco Malfoy","5df7cd68000b7c90224a7300_Schneegefluester"
"3605","Harry Potter","5df7cd68000b7c90224a7300_Schneegefluester"
"3606","Hermine Granger","5df7cd68000b7c90224a7300_Schneegefluester"
"3607","Ronald ""Ron"" Weasley","5df7cd68000b7c90224a7300_Schneegefluester"
"3608","Draco Malfoy","5df8c5040008622e17e6aa86_love-on-roundabout-way"
"3609","Hermine Granger","5df8c5040008622e17e6aa86_love-on-roundabout-way"
"3610",NA,"5df92030000afd0330a54518_Wir-sind-Malfoys-Teil-2"
"3611","Astoria Greengrass","5dfa03550008ac803940e941_Sanctimonia-vincet-semper"
"3612","Blaise Zabini","5dfa03550008ac803940e941_Sanctimonia-vincet-semper"
"3613","Draco Malfoy","5dfa03550008ac803940e941_Sanctimonia-vincet-semper"
"3614","Lucius Malfoy","5dfa03550008ac803940e941_Sanctimonia-vincet-semper"
"3615","Narzissa Malfoy","5dfa03550008ac803940e941_Sanctimonia-vincet-semper"
"3616","OC (Own Character)","5dfa03550008ac803940e941_Sanctimonia-vincet-semper"
"3617","Charlie Weasley","5dfa569a000a68f0310c855c_Die-Unbarmherzigkeit-des-Alters"
"3618","Dean Thomas","5dfa569a000a68f0310c855c_Die-Unbarmherzigkeit-des-Alters"
"3619","Fleur Delacour","5dfa569a000a68f0310c855c_Die-Unbarmherzigkeit-des-Alters"
"3620","Lucius Malfoy","5dfa569a000a68f0310c855c_Die-Unbarmherzigkeit-des-Alters"
"3621","Narzissa Malfoy","5dfa569a000a68f0310c855c_Die-Unbarmherzigkeit-des-Alters"
"3622","Rubeus Hagrid","5dfa569a000a68f0310c855c_Die-Unbarmherzigkeit-des-Alters"
"3623","Harry Potter","5dfa9096000aa0b416961fc0_Harry-Potter-und-die-andere-Sichtweise"
"3624","Draco Malfoy","5dfb3ee60003ecfd15242434_-Zufaelliges-Aufeinandertreffen-oder-Wie-sich-mein"
"3625","Fred Weasley","5dfb3ee60003ecfd15242434_-Zufaelliges-Aufeinandertreffen-oder-Wie-sich-mein"
"3626","OC (Own Character)","5dfb3ee60003ecfd15242434_-Zufaelliges-Aufeinandertreffen-oder-Wie-sich-mein"
"3627","Draco Malfoy","5dfb93ed00063e2918626b4f_Zeit-sich-zu-Oeffnen"
"3628","Hermine Granger","5dfb93ed00063e2918626b4f_Zeit-sich-zu-Oeffnen"
"3629","Draco Malfoy","5dfc9793000a379825163609_Harry-Potter-und-der-geheimnisvolle-Schaedel"
"3630","Harry Potter","5dfc9793000a379825163609_Harry-Potter-und-der-geheimnisvolle-Schaedel"
"3631","Lucius Malfoy","5dfc9793000a379825163609_Harry-Potter-und-der-geheimnisvolle-Schaedel"
"3632",NA,"5dfdf0c4000b7d7a346abc6a_Mit-der-Zauberkraft-der-Worte"
"3633","James ""Krone"" Potter","5dfe5f880001ded938f2a1c6_Tonks--die-Rumtreiber"
"3634","Nymphadora Tonks","5dfe5f880001ded938f2a1c6_Tonks--die-Rumtreiber"
"3635","OC (Own Character)","5dfe5f880001ded938f2a1c6_Tonks--die-Rumtreiber"
"3636","Peter ""Wurmschwanz"" Pettigrew","5dfe5f880001ded938f2a1c6_Tonks--die-Rumtreiber"
"3637","Remus ""Moony"" Lupin","5dfe5f880001ded938f2a1c6_Tonks--die-Rumtreiber"
"3638","Sirius ""Tatze"" Black","5dfe5f880001ded938f2a1c6_Tonks--die-Rumtreiber"
"3639","Harry Potter","5dff4083000b4c0eb9b34cc_Harry-Potter-und-der-Orden-des-Phoenix"
"3640","Hermine Granger","5dff4083000b4c0eb9b34cc_Harry-Potter-und-der-Orden-des-Phoenix"
"3641","Minerva McGonagall","5dff4083000b4c0eb9b34cc_Harry-Potter-und-der-Orden-des-Phoenix"
"3642","Remus ""Moony"" Lupin","5dff4083000b4c0eb9b34cc_Harry-Potter-und-der-Orden-des-Phoenix"
"3643","Ronald ""Ron"" Weasley","5dff4083000b4c0eb9b34cc_Harry-Potter-und-der-Orden-des-Phoenix"
"3644","Severus Snape","5dff4083000b4c0eb9b34cc_Harry-Potter-und-der-Orden-des-Phoenix"
"3645","Draco Malfoy","5dffb3ac00014a2a2f1d579c_Die-zahlreichen-Facetten-des-Lucius-Malfoy"
"3646","Lucius Malfoy","5dffb3ac00014a2a2f1d579c_Die-zahlreichen-Facetten-des-Lucius-Malfoy"
"3647","Severus Snape","5dffb3ac00014a2a2f1d579c_Die-zahlreichen-Facetten-des-Lucius-Malfoy"
"3648","Draco Malfoy","5dffb99b0008ecac106c9acc_Auch-ohne-Worte"
"3649","Harry Potter","5dffb99b0008ecac106c9acc_Auch-ohne-Worte"
"3650","Lucius Malfoy","5dffb99b0008ecac106c9acc_Auch-ohne-Worte"
"3651","Severus Snape","5dffb99b0008ecac106c9acc_Auch-ohne-Worte"
"3652","Eileen Prince","5dffc7410008ff8035ad8897_Sevs-Flucht"
"3653","Lily Potter","5dffc7410008ff8035ad8897_Sevs-Flucht"
"3654","Severus Snape","5dffc7410008ff8035ad8897_Sevs-Flucht"
"3655","Tobias Snape","5dffc7410008ff8035ad8897_Sevs-Flucht"
"3656","Hermine Granger","5e009bd60001ae6120418114_Brueckenbauer"
"3657","Severus Snape","5e009bd60001ae6120418114_Brueckenbauer"
"3658","Draco Malfoy","5e00aac0000a95b93b57773e_Slytherin"
"3659","Harry Potter","5e00aac0000a95b93b57773e_Slytherin"
"3660","Draco Malfoy","5e00e41a000451873575b5ff_Der-MistZweig"
"3661","Hermine Granger","5e00e41a000451873575b5ff_Der-MistZweig"
"3662","Harry Potter","5e022b64000587a22c3475a3_Melania-Black--Bande-der-Freundschaft"
"3663","Hermine Granger","5e022b64000587a22c3475a3_Melania-Black--Bande-der-Freundschaft"
"3664","OC (Own Character)","5e022b64000587a22c3475a3_Melania-Black--Bande-der-Freundschaft"
"3665","Ronald ""Ron"" Weasley","5e022b64000587a22c3475a3_Melania-Black--Bande-der-Freundschaft"
"3666","Draco Malfoy","5e02bc990002023c1b72d403_Lass-mich-nicht-allein"
"3667","OC (Own Character)","5e02bc990002023c1b72d403_Lass-mich-nicht-allein"
"3668","Phineas Nigellus Black","5e0324030000369a21db6114_Iola-smiled"
"3669","Draco Malfoy","5e03fc94000b03ba17e3ac2d_Mister-Granger-Miss-Weasley-und-Miss-Potter"
"3670","Fred Weasley","5e03fc94000b03ba17e3ac2d_Mister-Granger-Miss-Weasley-und-Miss-Potter"
"3671","Harry Potter","5e03fc94000b03ba17e3ac2d_Mister-Granger-Miss-Weasley-und-Miss-Potter"
"3672","Hermine Granger","5e03fc94000b03ba17e3ac2d_Mister-Granger-Miss-Weasley-und-Miss-Potter"
"3673","Ronald ""Ron"" Weasley","5e03fc94000b03ba17e3ac2d_Mister-Granger-Miss-Weasley-und-Miss-Potter"
"3674","Draco Malfoy","5e0480890003db6097adc07_For-Hogwarts-A-Regency-Gamble-Fuer-Hogwarts"
"3675","Harry Potter","5e0480890003db6097adc07_For-Hogwarts-A-Regency-Gamble-Fuer-Hogwarts"
"3676","Hermine Granger","5e0480890003db6097adc07_For-Hogwarts-A-Regency-Gamble-Fuer-Hogwarts"
"3677","Lucius Malfoy","5e0480890003db6097adc07_For-Hogwarts-A-Regency-Gamble-Fuer-Hogwarts"
"3678","Severus Snape","5e0480890003db6097adc07_For-Hogwarts-A-Regency-Gamble-Fuer-Hogwarts"
"3679","Astoria Greengrass","5e04923e000ac7c923959c58_Ein-besserer-Weg"
"3680","Blaise Zabini","5e04923e000ac7c923959c58_Ein-besserer-Weg"
"3681","Draco Malfoy","5e04923e000ac7c923959c58_Ein-besserer-Weg"
"3682","Ginevra Molly ""Ginny"" Weasley","5e04923e000ac7c923959c58_Ein-besserer-Weg"
"3683","Hermine Granger","5e04923e000ac7c923959c58_Ein-besserer-Weg"
"3684","Pansy Parkinson","5e04923e000ac7c923959c58_Ein-besserer-Weg"
"3685","James ""Krone"" Potter","5e05d57f000b7b9a3a0e5e78_Eine-ueberaus-verrueckte-Rumtreiber-OSSammlung"
"3686","Peter ""Wurmschwanz"" Pettigrew","5e05d57f000b7b9a3a0e5e78_Eine-ueberaus-verrueckte-Rumtreiber-OSSammlung"
"3687","Remus ""Moony"" Lupin","5e05d57f000b7b9a3a0e5e78_Eine-ueberaus-verrueckte-Rumtreiber-OSSammlung"
"3688","Sirius ""Tatze"" Black","5e05d57f000b7b9a3a0e5e78_Eine-ueberaus-verrueckte-Rumtreiber-OSSammlung"
